"question_id","subject_id","content"
"us91816","us15","describe four non conventional energy sources in short "
"us92013","us15","what is the difference between distanfe and displacemnt?"
"us92228","us15","what is wave length in physics?"
"us92293","us15","<strong>50 g of oil of specific heat capacity 2.2 j/g/°c is cooled down from 350°c to 25°c. Calculate the heat energy given out by the oil. </strong><br />PLZ answer it fast.  "
"us92395","us15","How many light years are in 1 second?"
"us92630","us15","a car moving at 25 m/s speeds up to 47m/s. it takes 9 seconds to do this.what is the acceleration of the car?"
"us93003","us15","Explain what mass is and tell how scientists determine the mass of an object."
"us93039","us15","If volume <br /> increases, but mass remains constant, what will happen <br /> to density?"
"us93223","us15","Compare and contrast the three <br /> classes of levers."
"us93564","us15","How do you define matter? Give a short explanation."
"us93633","us15","Earth is the third planet from<br /> the sun. Which two planets<br /> are closer to the sun than<br /> Earth is?"
"us93757","us15","How does friction produce heat?"
"us93759","us15","Theres a sign thats a unit. It looks like a m but its not a M. It has the letter g after it indicating grams. What is that greeek letter...and it says 1500 ""M""g = (blank) grams. Please answer 10 pnts!"
"us93772","us15","So if i<br /> Have 1500 microgram...how do i use the metric conversion to go grams??? Any method?? :("
"us93792","us15","How do u compare two time vs position graphs In physics??"
"us93802","us15","How do u determine the speed on a position vs time graph ????"
"us93811","us15","How do u determine which line is going faster when comparing two lines on a time vs position???<br />"
"us93818","us15","How do u determine which line is faster when comparing two lines on a time vs position graph??"
"us93819","us15","In your own words explain what molecular motion is."
"us94162","us15","what is the defination of force"
"us94273","us15","Give two factors that  will increase the magnetic field strength of an electromagnet"
"us94367","us15","Which physical quantities has the unit kg·m·s–1?"
"us94384","us15","Describe an original example of <br /> energy changing from one form to <br /> two other forms"
"us94428","us15","Compare and contrast four types <br /> of friction"
"us94464","us15","Does the speed of waves depend on the medium through which they are traveling? Elaborate"
"us94496","us15","Convert the mass to kgs thanks<br /> Mass (g)  Mass (kg) <br /> 1000g <br /> 500g <br /> 100g <br /> 50g <br /> 20g <br /> 10g"
"us94627","us15","What are the units for momentum? Why are <br /> these the units for momentum?"
"us94628","us15","<span>A meta-analysis (Anderson &amp; Bushman, 2001)<br /> reported that the average correlation between time spent playing video games ( X)<br /> and engaging in aggressive behavior ( Y) in a set of 21<br /> well-controlled experimental studies was 19. This correlation was judged to be<br /> statistically significant. In your own words, what can you say about the nature<br /> of the relationship?</span><span><br /><br /></span>"
"us94708","us15","Convert 1 mm of hg into Pascal. Take density of hg= 13.6×10^3kg/m^3. g = 9.8m/s×s"
"us94804","us15","Is there any difference between force and <br /> momentum???"
"us94807","us15","Predict what the FORCE would be for a mass of 2000g. EXPLAIN how you got your answer."
"us94952","us15","How does an an electron microscope work?"
"us95045","us15","A cyclist accelerates from 0 m/s to 8 m/s in 3 <br /> seconds. What is his acceleration?"
"us95124","us15","how do you explain the quantum theory"
"us95189","us15","What if a wave reaches a type of <br /> matter it cannot pass through? Does <br /> it just stop moving? If not, where does <br /> it go?"
"us95345","us15","In 2 seconds, a ball travels <br /> 100 cm. What is the average<br /> speed of the ball?"
"us95363","us15","You have decided to select a new car by using the scientific method. how would you proceed? Please answer!!!"
"us96001","us15","This is science<br /><br /><br /><br /><br /><br /><br /> A girl cycles for 3hrs at a speed of 40km/h --what distance did she travel<br />"
"us96006","us15","A train travels at a speed of 30mph and travels a distance of 240miles. How long did it take the train to complete its journey?"
"us96688","us15","describe what it means to view a moving object from a frame of reference. give an example to illustrate explanation.<br /><br /><br />"
"us97074","us15","what is the basic concept of making movies? what is TV Broadcasting?"
"us97226","us15","What is the speed of impact if I travel 200mph &amp; hit a car going 62 mph going in same direction?"
"us97557","us15","What is the difference between the IS system and the English system?"
"us97806","us15","How do you find displacement when all you have is time with no velocity, and then in order to find velocity you have to have displacement but you don't have that either?"
"us97972","us15","why a steel ship becomes magnetized as it is constructed?<br /><br />"
"us98603","us15","what are the parts of a controlled experament<br /><br />"
"us98618","us15"," from a kinetic to a potential "
"us98632","us15","what is the mechanical energy of a falling apple with a kinetic of 5.2 joules and a potential energy of 3.5 joules"
"us98634","us15","If you place one staple on an electronic balance, the balance still reads 0.0 grams. However, if you place 210 staple on the balance, it reads 6.80 grams. What is the mass of one state staple "
"us98836","us15","can the body have acceleration with zero velocity?give reason"
"us99013","us15","If a dune Buggy is traveling for 20 seconds at a speed of 8.5m/s how do I calculate the unknown quantities "
"us99055","us15","How do you solve sleep deprivation? And i am not trolling!"
"us99187","us15","Explain with three examples the importance of physics."
"us99528","us15","A people-moving conveyor-belt moves a 600-newton person a distance of 100 meters through the airport.<br /> a. How much work was done?<br /> b. The same 600-newton person lifts his 100-newton carry-on bag upward a distance of 1 meter. They <br /> travel another 10 meters by riding on the “people mover.” How much work was done in this situation?"
"us99812","us15","if an organism can not reproduce,is it still considered living?why?<br />"
